jtimberlake	957316276036096001	2018-01-27 13:16:00	957311000046284800	30Benjie30	Hello Twitter! #myfirstTweet
jtimberlake	906682689071263744	2017-09-09 20:56:13	774687969198346240	JesusRincond	RT @diagocastellans: He aquÃ­ los terroristas venezolanos https://t.co/3JwAJcA78R
jtimberlake	906682386796171264	2017-09-09 20:55:01	774687969198346240	JesusRincond	RT @diagocastellans: https://t.co/v16Bh4HOl6
jtimberlake	906681604810199044	2017-09-09 20:51:54	774687969198346240	JesusRincond	RT @diagocastellans: https://t.co/FldtpuOqfT
jtimberlake	906681401717784581	2017-09-09 20:51:06	774687969198346240	JesusRincond	RT @diagocastellans: https://t.co/T0XLxTf8c2
jtimberlake	906680450902568960	2017-09-09 20:47:19	774687969198346240	JesusRincond	RT @ManuVagueiro: https://t.co/NZY0z3fGnU
jtimberlake	906552431206653952	2017-09-09 12:18:37	774687969198346240	JesusRincond	@YOSOYTUNOVIO https://t.co/7ljPMnRqm0
jtimberlake	906552282933854209	2017-09-09 12:18:01	774687969198346240	JesusRincond	RT @ponysitatwo: quiero un piercing :(
jtimberlake	906552048774152192	2017-09-09 12:17:06	774687969198346240	JesusRincond	RT @ponysitatwo: grosero, te voy a acusar, ya verei https://t.co/HckMUTgaQd
jtimberlake	906549004053467136	2017-09-09 12:05:00	774687969198346240	JesusRincond	RT @Vsat28: Sixto Rein. https://t.co/gU2KYLqrju
jtimberlake	904580347156987904	2017-09-04 01:42:15	774687969198346240	JesusRincond	Esos son malandros.
jtimberlake	904580288453410816	2017-09-04 01:42:01	774687969198346240	JesusRincond	Mardita gente escribanmeee
jtimberlake	904579854162649089	2017-09-04 01:40:18	774687969198346240	JesusRincond	RT @Saag19: Quiero tirar, bai
jtimberlake	904578762343403520	2017-09-04 01:35:57	774687969198346240	JesusRincond	Recordar es vivir. https://t.co/W2ycl6voCM
jtimberlake	904576020250013696	2017-09-04 01:25:04	774687969198346240	JesusRincond	Por que no le escribo a nadie?
jtimberlake	904575975215824896	2017-09-04 01:24:53	774687969198346240	JesusRincond	Me arden burda los ojos
jtimberlake	904575385517600772	2017-09-04 01:22:32	774687969198346240	JesusRincond	RT @maarianamsc: y el sexo el consuelo para el desamor
jtimberlake	904575289321283584	2017-09-04 01:22:09	774687969198346240	JesusRincond	RT @NetflixLAT: Soy âª hombreâªï¸ mujerð el fuego que arde tu piel
jtimberlake	904573570835259392	2017-09-04 01:15:20	774687969198346240	JesusRincond	RT @elianabrito99: El servicio a domicilio es lo mejor de lo mejor
jtimberlake	904571688142168064	2017-09-04 01:07:51	774687969198346240	JesusRincond	RT @MikeShanoon: Nojodaa Ni que se vayan del paÃ­s se salvan de lo que les harÃ­a si me salen con una acciÃ³n asÃ­ , jah John wick se queda penâ¦
jtimberlake	904546098257199104	2017-09-03 23:26:10	774687969198346240	JesusRincond	RT @DebRyanShow: Que chido...
jtimberlake	904517158809600001	2017-09-03 21:31:10	774687969198346240	JesusRincond	RT @Indisciplinado: Dale RT al chiguire de la suerte https://t.co/MHnWlHCC5C
jtimberlake	904514715682045952	2017-09-03 21:21:27	774687969198346240	JesusRincond	RT @Indisciplinado: Llore con el final inesperado https://t.co/lGdHhk1dQD
jtimberlake	904513804112986112	2017-09-03 21:17:50	774687969198346240	JesusRincond	RT @Indisciplinado: Yo en fotos / En persona https://t.co/cm6q9l9eJ0
jtimberlake	904513792083709952	2017-09-03 21:17:47	774687969198346240	JesusRincond	RT @Indisciplinado: - MamÃ¡ me siento feo+ No digas eso hijo, tu eres bello y todas se mueren por ti- https://t.co/x6O02R66KF
jtimberlake	904513760043438082	2017-09-03 21:17:40	774687969198346240	JesusRincond	RT @Indisciplinado: RepresentaciÃ³n de satanÃ¡s en diferentes culturas https://t.co/nnaI74Xlef
jtimberlake	904513692389212166	2017-09-03 21:17:23	774687969198346240	JesusRincond	RT @Indisciplinado: Cuando ves en persona a alguien que solo conocias por fotos https://t.co/btYMTJc4aU
jtimberlake	904513094961037312	2017-09-03 21:15:01	774687969198346240	JesusRincond	RT @Indisciplinado: Epa, mi amor https://t.co/kVIJvztKVR
jtimberlake	904512804723535872	2017-09-03 21:13:52	774687969198346240	JesusRincond	RT @JesseCassettes: Y ahora un bello poema https://t.co/l73E9HamUz
jtimberlake	904501026698514432	2017-09-03 20:27:04	774687969198346240	JesusRincond	RT @Stormy_Miind: Como dice cara e muerto cuidate que estas bonita.
jtimberlake	904490086590492672	2017-09-03 19:43:35	774687969198346240	JesusRincond	RT @Malditoquesuo: A veces me aburre todo
jtimberlake	904478640641105920	2017-09-03 18:58:06	774687969198346240	JesusRincond	RT @ElPanaTony: Prohibido Olvidar. https://t.co/hqmFGrQq0P
jtimberlake	904478604255522816	2017-09-03 18:57:58	774687969198346240	JesusRincond	RT @ElPanaTony: - Y ella quien es?- Es una panita, te la presento?-No vale -MIRA CHAMITAAA ESTÃ PANA TE QUIERE CONOCER https://t.co/saVrâ¦
jtimberlake	904448614512173057	2017-09-03 16:58:48	774687969198346240	JesusRincond	RT @Assoris_Anons: De que me sirve a mi un gobernador opositor, si el presidente sigue siendo un chavista
jtimberlake	904418655424974848	2017-09-03 14:59:45	774687969198346240	JesusRincond	RT @Cvrrly: A veces me provoca darme par de coÃ±azos y decirme; que te pasa eres gafo? no te deprimas.
jtimberlake	904350754026258432	2017-09-03 10:29:56	774687969198346240	JesusRincond	Ayuda.
jtimberlake	904350707817615361	2017-09-03 10:29:45	774687969198346240	JesusRincond	Que mardicion hago ahora
jtimberlake	904350423921950721	2017-09-03 10:28:37	774687969198346240	JesusRincond	RT @luisc1611: JAJAJAJAJA YO. https://t.co/62ShlanDGW
jtimberlake	904349519613231104	2017-09-03 10:25:02	774687969198346240	JesusRincond	RT @GuaraMayer: https://t.co/WoCSnV0Oke
jtimberlake	901502687346294784	2017-08-26 13:52:44	774687969198346240	JesusRincond	RT @Akabdn: MAMAWEBO TRUENO
jtimberlake	901208126531219460	2017-08-25 18:22:15	774687969198346240	JesusRincond	RT @kemelyRincon: quiero pizza pizza pizza pizzamerengada de fresa fresa fresa
jtimberlake	901126735500115972	2017-08-25 12:58:50	774687969198346240	JesusRincond	que chimbo pana
jtimberlake	901126469090516992	2017-08-25 12:57:47	774687969198346240	JesusRincond	RT @JesusRincond: â¤ï¸ https://t.co/AaY1ExYT1R
jtimberlake	901126340740513792	2017-08-25 12:57:16	774687969198346240	JesusRincond	RT @JesusRincond: Bienvenidos a maricolandia.
jtimberlake	901118018985578496	2017-08-25 12:24:12	774687969198346240	JesusRincond	RT @ChicoHuerfan0: https://t.co/Lh38VM4vUn
jtimberlake	900529872078069761	2017-08-23 21:27:07	774687969198346240	JesusRincond	Bienvenidos a maricolandia.
jtimberlake	900529784303824896	2017-08-23 21:26:46	774687969198346240	JesusRincond	RT @alanis_barby: Bienvenidos a maricolandia. https://t.co/zDOYJ3xVlH
jtimberlake	900529568049766401	2017-08-23 21:25:54	774687969198346240	JesusRincond	RT @alangxbriel: soy bisexual https://t.co/gL82OqY50K
jtimberlake	900427780118257666	2017-08-23 14:41:26	774687969198346240	JesusRincond	RT @dxbetik: Necesito estos yesqueros. https://t.co/YomLey4fbU
jtimberlake	900426859883659266	2017-08-23 14:37:47	774687969198346240	JesusRincond	RT @dxbetik: JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA https://t.co/YJViKh6mSh
jtimberlake	900424824794869760	2017-08-23 14:29:41	774687969198346240	JesusRincond	RT @dxbetik: https://t.co/4B0mZkKFpE
jtimberlake	900424471378632704	2017-08-23 14:28:17	774687969198346240	JesusRincond	RT @dxbetik: https://t.co/8R0QHU0GMk
jtimberlake	900423194770894849	2017-08-23 14:23:13	774687969198346240	JesusRincond	RT @dxbetik: Quiero esta camisahttps://t.co/Qq4bGuCnaw
jtimberlake	900421770183929858	2017-08-23 14:17:33	774687969198346240	JesusRincond	RT @Yasde: Cuando no sabes lo que hablas... https://t.co/P7eUIuUxVP
jtimberlake	900397156531621888	2017-08-23 12:39:45	774687969198346240	JesusRincond	RT @Keilynapbb: me acordÃ© de algo https://t.co/lRMtXM4keV
jtimberlake	900397114915790848	2017-08-23 12:39:35	774687969198346240	JesusRincond	RT @Keilynapbb: criaturita inocente https://t.co/3B8sM64mkk
jtimberlake	900396710605635584	2017-08-23 12:37:59	774687969198346240	JesusRincond	Weed del color de Piccolo
jtimberlake	900396308267229185	2017-08-23 12:36:23	774687969198346240	JesusRincond	Dejo que se la vacilen
jtimberlake	900396138322415616	2017-08-23 12:35:42	774687969198346240	JesusRincond	No te da vergÃ¼enza bobo hablando estupideces ya despuÃ©s de viejo ?
jtimberlake	900396006961020929	2017-08-23 12:35:11	774687969198346240	JesusRincond	Nunca te veo
jtimberlake	900378082762272769	2017-08-23 11:23:57	774687969198346240	JesusRincond	RT @aglucksberg: Veni a dormir conmigo
jtimberlake	900195727527346176	2017-08-22 23:19:20	774687969198346240	JesusRincond	RT @lamoderfoker: Cuando escucho a las carajitas de 15 aÃ±os decir que no quieren ir a la universidad sino ser Cicpc o PTJ. https://t.co/9qQâ¦
jtimberlake	900195260013400067	2017-08-22 23:17:29	774687969198346240	JesusRincond	RT @donvergalargajr: amo con mi vida el cafÃ© con leche
jtimberlake	900158685372088320	2017-08-22 20:52:09	774687969198346240	JesusRincond	RT @DayanaTells: El jugo de parchita es vida y amor.
jtimberlake	900066495719505920	2017-08-22 14:45:49	774687969198346240	JesusRincond	@MGabcastillo https://t.co/Lpvp3HWLxH
jtimberlake	900054450429198336	2017-08-22 13:57:57	774687969198346240	JesusRincond	A tite lo enterraron completo?
jtimberlake	900052058451169280	2017-08-22 13:48:27	774687969198346240	JesusRincond	RT @Alanwittels: Me pregunto como sera la vida en 5 aÃ±os
jtimberlake	900051973625532417	2017-08-22 13:48:07	774687969198346240	JesusRincond	RT @jesusrbc_: yo ni amigos tengo
jtimberlake	899796458140033024	2017-08-21 20:52:47	774687969198346240	JesusRincond	RT @iRlchard: Que ladilla ser pobre.
jtimberlake	899792404013862912	2017-08-21 20:36:41	774687969198346240	JesusRincond	RT @nudes25hrs: Seguidora gostosaEnvie sua foto sigilo total ð·ð https://t.co/51aveJhSW1
jtimberlake	899785928427749376	2017-08-21 20:10:57	774687969198346240	JesusRincond	RT @iCafeinomano: Lo mejor que he leÃ­do en mucho tiempo. ð https://t.co/CP837lqOcg
jtimberlake	899726118982475776	2017-08-21 16:13:17	774687969198346240	JesusRincond	RT @shinojv_: no tengo mejor amigo.
jtimberlake	899721053542526980	2017-08-21 15:53:09	774687969198346240	JesusRincond	RT @EjeeCachete: HOLAAAAAAAA TE VI CAMINANDO EN LO OSCURO SOLAAAAA
jtimberlake	899717584655966209	2017-08-21 15:39:22	774687969198346240	JesusRincond	@sxcubx JAJAJAJAJJAJAJAJA
jtimberlake	899714828243218432	2017-08-21 15:28:25	774687969198346240	JesusRincond	EL MALDITO ECLIPSE NO SE VEEEE
jtimberlake	899683831627874305	2017-08-21 13:25:15	774687969198346240	JesusRincond	@Keilynapbb Orita
jtimberlake	899683685800214529	2017-08-21 13:24:40	774687969198346240	JesusRincond	RT @Sgsoxx: necesito nuevos amigos
jtimberlake	899683530640379905	2017-08-21 13:24:03	774687969198346240	JesusRincond	No. https://t.co/GJ8R8KZ632
jtimberlake	899672293265330177	2017-08-21 12:39:24	774687969198346240	JesusRincond	RT @Miigue1993: Huye de esas persona que sÃ³lo estÃ¡n mientras tienes algo que ofrecerles.
jtimberlake	899670809454592000	2017-08-21 12:33:30	774687969198346240	JesusRincond	Pon todo ese culo a brincar
jtimberlake	899670231395815424	2017-08-21 12:31:12	774687969198346240	JesusRincond	Me arden burda los ojos
jtimberlake	899668954729369606	2017-08-21 12:26:08	774687969198346240	JesusRincond	A MI ME GUSTA MARICO :v https://t.co/I2LqC2T6Kb
jtimberlake	899667903989112832	2017-08-21 12:21:57	774687969198346240	JesusRincond	RT @sxcubx: Silenciado por imbÃ©cil.
jtimberlake	899666984534724608	2017-08-21 12:18:18	774687969198346240	JesusRincond	RT @MGabcastillo: Si miran el eclipse directamente, se vuelven maricos y putas. Cuidado.
jtimberlake	899666944495951873	2017-08-21 12:18:09	774687969198346240	JesusRincond	RT @Briznilla_: Microcuento del dÃ­a https://t.co/J7roeLeJ4a
jtimberlake	899485789792477184	2017-08-21 00:18:18	774687969198346240	JesusRincond	RT @Pikasito: que rico https://t.co/rNjxTxe9cG
jtimberlake	899485489924902913	2017-08-21 00:17:07	774687969198346240	JesusRincond	RT @Pikasito: ''Toma tus nudes, maldito ladilloso''yo: https://t.co/EzU2a5pNMB
jtimberlake	899484464279158788	2017-08-21 00:13:02	774687969198346240	JesusRincond	RT @Pikasito: https://t.co/bwfry89tcmsmoke weeb everyday
jtimberlake	899484196506402816	2017-08-21 00:11:58	774687969198346240	JesusRincond	RT @Pikasito: https://t.co/T9fT8sUtJb
jtimberlake	899482980695068674	2017-08-21 00:07:08	774687969198346240	JesusRincond	RT @Pikasito: puro malandreo https://t.co/apYXpBuFnU
jtimberlake	899478492441706497	2017-08-20 23:49:18	774687969198346240	JesusRincond	JAAJAJAJJAJAJAJAJAAJJAJAJAJAJAJJAJAJAJAJA https://t.co/mDh2kBfejA
jtimberlake	899477469480275968	2017-08-20 23:45:14	774687969198346240	JesusRincond	RT @OtraTwiteraMass: Los venezolanos andamos con chalaqueo pa todo JAJAJAJAJAJAA.
jtimberlake	899476560960520192	2017-08-20 23:41:38	774687969198346240	JesusRincond	RT @oggscellent: existen dos tipos de personas https://t.co/L0LfGuUvK0
jtimberlake	899475360227762177	2017-08-20 23:36:51	774687969198346240	JesusRincond	RT @Zinoxoficial: Naciste para triunfar. https://t.co/zYYaO7e6Rz
jtimberlake	899474878662836228	2017-08-20 23:34:57	774687969198346240	JesusRincond	RT @_DavidF: -El lipton y el nestea son lo mismo- https://t.co/HQZkvdk1tT
jtimberlake	899474748060704768	2017-08-20 23:34:26	774687969198346240	JesusRincond	RT @AgaViit18: https://t.co/kLCWXMEiF1
jtimberlake	899474691865313281	2017-08-20 23:34:12	774687969198346240	JesusRincond	RT @AndoJodiendo: SE PRENDIÃ CON GUACOOOOO
jtimberlake	899474663688089604	2017-08-20 23:34:05	774687969198346240	JesusRincond	RT @R0smer: que asco la gente jalabola nwebonÃ¡
jtimberlake	899472486680670208	2017-08-20 23:25:26	774687969198346240	JesusRincond	RT @ValeriiaMolina: que chimbo pana
jtimberlake	899461622565146624	2017-08-20 22:42:16	774687969198346240	JesusRincond	QUIERES TIRAR?
jtimberlake	899459560787804160	2017-08-20 22:34:05	774687969198346240	JesusRincond	RT @aqueenshines: mi infancia https://t.co/78qONnuYRO
jtimberlake	899459043839946753	2017-08-20 22:32:01	774687969198346240	JesusRincond	RT @aqueenshines: https://t.co/Li5hJqrISs
jtimberlake	899458677748486144	2017-08-20 22:30:34	774687969198346240	JesusRincond	RT @aqueenshines: yo https://t.co/CEMUDmQVe6
jtimberlake	899458164831248384	2017-08-20 22:28:32	774687969198346240	JesusRincond	RT @Cvrrly: Cuando te quieres caer a coÃ±azo pero tus amigos saben que te van a joder. https://t.co/ypyrtfQAsT
jtimberlake	899458128823160832	2017-08-20 22:28:23	774687969198346240	JesusRincond	RT @aqueenshines: pueden disfrutar la maldita serie sin hablar de ella naguevonÃ¡ de ladillas
jtimberlake	899457496586366976	2017-08-20 22:25:52	774687969198346240	JesusRincond	RT @NTN24ve: El escrache a Jorge RodrÃ­guez y sus hijos en MÃ©xico  https://t.co/Nr1d8zGC8n https://t.co/EXUypFqBOi
jtimberlake	899457199742779392	2017-08-20 22:24:42	774687969198346240	JesusRincond	RT @AlbertoRT51: Lo mÃ¡s interesante del video del escrache a Jorge RodrÃ­guez en MÃ©xico es la serenidad del chamo.Lo confieso, yo hubiese pâ¦
jtimberlake	899441447316987904	2017-08-20 21:22:06	774687969198346240	JesusRincond	RT @Cabroncill0: Hay talento, solo falta apoyarlo. ð https://t.co/hJkr8UI1QX
jtimberlake	899432575361576962	2017-08-20 20:46:51	774687969198346240	JesusRincond	RT @Victorhrdz_: Necesito un iPhone en mi vida.
jtimberlake	899422900964470784	2017-08-20 20:08:24	774687969198346240	JesusRincond	https://t.co/33iaJH2364
jtimberlake	899421055550443520	2017-08-20 20:01:04	774687969198346240	JesusRincond	RT @priscilaa____: https://t.co/Pu5IpaVbjE
jtimberlake	899420997715193856	2017-08-20 20:00:50	774687969198346240	JesusRincond	RT @priscilaa____: https://t.co/h6zpYu6y72
jtimberlake	899409459717574656	2017-08-20 19:15:00	774687969198346240	JesusRincond	RT @rabwebseries: orientaciÃ³n sexual:âª heterosexualâª homosexualð perreo pa los nenes perreo pa las nenas
jtimberlake	899359779700846594	2017-08-20 15:57:35	774687969198346240	JesusRincond	RT @ungordoVE_: De twitter pa' youtube y despuÃ©s pa instagram
jtimberlake	899359747845095424	2017-08-20 15:57:27	774687969198346240	JesusRincond	RT @ungordoVE_: Me falta calleMe falta calleMe falta calleMe falta calleMe falta calleMe falta calleMe falta calle
jtimberlake	898746465379430405	2017-08-18 23:20:29	774687969198346240	JesusRincond	Hace una mardita encuesta de estoooooooooooooooooo AHORAAAAAAAAAAAAAAA https://t.co/gIdA43cNx9
jtimberlake	898746077460840448	2017-08-18 23:18:57	774687969198346240	JesusRincond	RT @xokenliz: SeguirÃ© eliminando atrasos en mi vida..
jtimberlake	898745126465482752	2017-08-18 23:15:10	774687969198346240	JesusRincond	RT @Stephy34_: Me arden burda los ojos
jtimberlake	898744351907622912	2017-08-18 23:12:06	774687969198346240	JesusRincond	RT @bdgaw: Â¿YA LE LLAMAMOS DICTADURA O ESPERAMOS MÃS?
jtimberlake	898739724021628929	2017-08-18 22:53:42	774687969198346240	JesusRincond	RT @dssolitario: Aja.. https://t.co/PY0uzJpghW
jtimberlake	898739069307322368	2017-08-18 22:51:06	774687969198346240	JesusRincond	RT @JesusRincond: Necesito un masaje Nojoda
jtimberlake	898726391348207616	2017-08-18 22:00:43	774687969198346240	JesusRincond	RT @ungordoVE_: I need gomitasss
jtimberlake	898725967715213312	2017-08-18 21:59:02	774687969198346240	JesusRincond	Necesito un masaje Nojoda
jtimberlake	898725748038443008	2017-08-18 21:58:10	774687969198346240	JesusRincond	Necesito un telÃ©fono nuevo.
jtimberlake	898725477011017728	2017-08-18 21:57:05	774687969198346240	JesusRincond	RT @_sariparchi: Que lindo es comprarse ropa.
jtimberlake	898725082570391557	2017-08-18 21:55:31	774687969198346240	JesusRincond	Por que no le escribo a nadie?
jtimberlake	898725002907922433	2017-08-18 21:55:12	774687969198346240	JesusRincond	RT @donvergalargajr: no soy de escribirle a nadie
jtimberlake	898724459774980097	2017-08-18 21:53:03	774687969198346240	JesusRincond	RT @Lunaresman: Cuando alguien de mi vida diaria encuentra mi cuenta de twitter: https://t.co/O51fszkIMS
jtimberlake	898723933880426496	2017-08-18 21:50:57	774687969198346240	JesusRincond	RT @archillect: https://t.co/BFnZ9CiyDe
jtimberlake	898723234522124289	2017-08-18 21:48:11	774687969198346240	JesusRincond	Una asÃ­ para Navidad ! https://t.co/yrMT5n65cU
jtimberlake	898720619528835072	2017-08-18 21:37:47	774687969198346240	JesusRincond	RT @ElvisJPolanco: Â¿algo mas perfecto que escuchar canciones viejisimas?
jtimberlake	898720367891632128	2017-08-18 21:36:47	774687969198346240	JesusRincond	RT @iTiburonsin: DeberÃ­as quitar las estrellas de tu avatar, ni pareces Venezolano, no se, digo yo. https://t.co/90CIuggERR
jtimberlake	898608346747424768	2017-08-18 14:11:39	774687969198346240	JesusRincond	RT @dqddysazo: https://t.co/1s8HjIseaZ
jtimberlake	898608029167480832	2017-08-18 14:10:24	774687969198346240	JesusRincond	RT @dqddysazo: https://t.co/g0GV8yOpEc
jtimberlake	898605090445168640	2017-08-18 13:58:43	774687969198346240	JesusRincond	RT @JesusRincond: https://t.co/rxVTk8Q7Fz
jtimberlake	898604141475508224	2017-08-18 13:54:57	774687969198346240	JesusRincond	RT @JesusRincond: Cuando te drogas por primera vez. https://t.co/jh7PqLEWLC
jtimberlake	898603708556214273	2017-08-18 13:53:14	774687969198346240	JesusRincond	RT @JesusRincond: -Marico quien va para la fiesta ?-Los mismos tu sabes .- https://t.co/HpuKB48kbB
jtimberlake	898603564473307138	2017-08-18 13:52:39	774687969198346240	JesusRincond	RT @JesusRincond: Cosas del diablo https://t.co/mwGiiVZpqU
jtimberlake	898603176810741761	2017-08-18 13:51:07	774687969198346240	JesusRincond	https://t.co/3ksyjSAjtI
jtimberlake	898602842461810688	2017-08-18 13:49:47	774687969198346240	JesusRincond	RT @dqddysazo: https://t.co/77iR5oBkA6
jtimberlake	898602765135429632	2017-08-18 13:49:29	774687969198346240	JesusRincond	RT @chavezcandanga: Y pronto me verÃ¡n otra vez!
jtimberlake	898594174672523264	2017-08-18 13:15:20	774687969198346240	JesusRincond	RT @dqddysazo: Estoy enamorado https://t.co/BBLzUpDPrE
jtimberlake	898594008917843968	2017-08-18 13:14:41	774687969198346240	JesusRincond	RT @dqddysazo: https://t.co/SJsSQeqhLN
jtimberlake	898577444797427716	2017-08-18 12:08:52	774687969198346240	JesusRincond	RT @R0smer: Prohibido olvidar https://t.co/fCv4GOtmOW
jtimberlake	898573122575773698	2017-08-18 11:51:41	774687969198346240	JesusRincond	RT @R0smer: En el TL / En el DM https://t.co/oAxOO0GHgR
jtimberlake	898318640004472832	2017-08-17 19:00:28	774687969198346240	JesusRincond	RT @VenezolanoS0Y: CUANDO TIENES 2 CABEZASâ https://t.co/urMEDEU9oN
jtimberlake	898318574506328064	2017-08-17 19:00:12	774687969198346240	JesusRincond	RT @VenezolanoS0Y: https://t.co/06wcFVYG3C
jtimberlake	898318334495776768	2017-08-17 18:59:15	774687969198346240	JesusRincond	RT @VenezolanoS0Y: ESTOOOOO ð https://t.co/va9hZY6lmx
jtimberlake	898316995669540865	2017-08-17 18:53:56	774687969198346240	JesusRincond	RT @NeyJuniorGT: https://t.co/IowfjQukTQ
jtimberlake	898316427471355904	2017-08-17 18:51:40	774687969198346240	JesusRincond	RT @NeyJuniorGT: https://t.co/wTU8YQLaIW
jtimberlake	898281111976943617	2017-08-17 16:31:21	774687969198346240	JesusRincond	RT @NelsonM_A: Ayer tambiÃ©n hubo una masacre en una cÃ¡rcel de Venezuela, por si acaso... MURIERON 37 PERSONAS.
jtimberlake	898279794399367169	2017-08-17 16:26:06	774687969198346240	JesusRincond	RT @JesusRincond: Estoy esperando que te resbales o que te rebeles MAMAGUEBO
jtimberlake	898279770173173761	2017-08-17 16:26:01	774687969198346240	JesusRincond	RT @JesusRincond: No tengo panas HAHAHAHAHAHHA
jtimberlake	897687789055160321	2017-08-16 01:13:41	774687969198346240	JesusRincond	Bye
jtimberlake	897687644808806400	2017-08-16 01:13:07	774687969198346240	JesusRincond	@_ArturoBoscan DormÃ­ maldito
jtimberlake	897687572729782272	2017-08-16 01:12:50	774687969198346240	JesusRincond	RT @_ArturoBoscan: Samsung https://t.co/C3hyukz9gR
jtimberlake	897687545198374921	2017-08-16 01:12:43	774687969198346240	JesusRincond	Samsung y yaaa
jtimberlake	897687290721521665	2017-08-16 01:11:42	774687969198346240	JesusRincond	RT @Mini_tsm: 0 notificaciones de wa0 notificaciones de sc0 notificaciones de fb0 notificaciones de ig0 notificaciones de tw
jtimberlake	897686774260084738	2017-08-16 01:09:39	774687969198346240	JesusRincond	@JustJozue pa velo
jtimberlake	897686726063382528	2017-08-16 01:09:28	774687969198346240	JesusRincond	RT @JustJozue: Es mi cumpleaÃ±os, me pueden regalar nudes.
jtimberlake	897684904523288577	2017-08-16 01:02:14	774687969198346240	JesusRincond	Que es mejor Iphone o Samsung ?
jtimberlake	897675551569309698	2017-08-16 00:25:04	774687969198346240	JesusRincond	RT @Susys_Cookies: Estos son los Cookie Brownies de la suerte. Dale RT para que nunca falte Susy's Cookies en tu vida ðª https://t.co/8Vvg8lâ¦
jtimberlake	897673848010788865	2017-08-16 00:18:17	774687969198346240	JesusRincond	RT @fxckyisus: the floor is parase temprano https://t.co/vpMPMRKDRJ
jtimberlake	897670613040541696	2017-08-16 00:05:26	774687969198346240	JesusRincond	RT @Ramychaaban: Mi futuro es aquÃ­ en Venezuela
jtimberlake	897667654626004992	2017-08-15 23:53:41	774687969198346240	JesusRincond	RT @danielicius_: quiero que me pase https://t.co/QebGDuk3IF
jtimberlake	897666974041473024	2017-08-15 23:50:59	774687969198346240	JesusRincond	RT @danielicius_: quien no conociÃ³ a dios / a cualquier santo le reza https://t.co/bSaT35akzE
jtimberlake	897666583262363650	2017-08-15 23:49:25	774687969198346240	JesusRincond	RT @CJesus1410: Lo mejor esta por llegar.
jtimberlake	897631802071953412	2017-08-15 21:31:13	774687969198346240	JesusRincond	RT @Cabroncill0: Servicio a la comunidad. Rt hasta encontrar al valiente. ðð https://t.co/IKmwygNvGh
jtimberlake	897624884326670336	2017-08-15 21:03:44	774687969198346240	JesusRincond	RT @JesusRincond: Que bella se ve drogada.
jtimberlake	897624871924092928	2017-08-15 21:03:41	774687969198346240	JesusRincond	RT @JesusRincond: Montante encima y bailame
jtimberlake	897317875287040000	2017-08-15 00:43:47	774687969198346240	JesusRincond	RT @PrincessDrogada: https://t.co/Ii7zOGEQvj
jtimberlake	897315656386965504	2017-08-15 00:34:58	774687969198346240	JesusRincond	Estoy esperando que te resbales o que te rebeles MAMAGUEBO
jtimberlake	897314428676341767	2017-08-15 00:30:05	774687969198346240	JesusRincond	@CICPCSEBIN  AYUDENLAAA https://t.co/nxNQJpyq6D
jtimberlake	897292548724707328	2017-08-14 23:03:09	774687969198346240	JesusRincond	RT @biancadeese: Le pedÃ­ a mi mamÃ¡ que por favor me comprara un casco y yo se lo pagaba acÃ¡. Acaba de llegar con esto https://t.co/PCuNbtLoâ¦
jtimberlake	897292081617657856	2017-08-14 23:01:17	774687969198346240	JesusRincond	RT @biancadeese: https://t.co/Zc7KaCPm2B
jtimberlake	897291369693229060	2017-08-14 22:58:28	774687969198346240	JesusRincond	RT @iDxddy_: MUD: Eres una mierda.PSUV: No, tu eres una mierda. https://t.co/YTjNQGr8Ad
jtimberlake	897291082597359620	2017-08-14 22:57:19	774687969198346240	JesusRincond	RT @AndoJodiendo: Donde estÃ¡n los que decÃ­an real hasta la muerte
jtimberlake	897290627922239488	2017-08-14 22:55:31	774687969198346240	JesusRincond	RT @Monchijimenz: hay palabras que hay que auto-dedicÃ¡rselas. https://t.co/MFgeNdWIeD
jtimberlake	897289879662374913	2017-08-14 22:52:32	774687969198346240	JesusRincond	Dios me tiene algo lindo preparado, eso creo
jtimberlake	897288606804475905	2017-08-14 22:47:29	774687969198346240	JesusRincond	RT @luisdsll: que atractiva la sencillez y la humildad en una persona
jtimberlake	897288026300309505	2017-08-14 22:45:10	774687969198346240	JesusRincond	RT @oscarcallest: Define "coÃ±oetumadre": https://t.co/sa9LO1loet
jtimberlake	897286553348780032	2017-08-14 22:39:19	774687969198346240	JesusRincond	No tengo panas HAHAHAHAHAHHA
jtimberlake	897286308279857153	2017-08-14 22:38:21	774687969198346240	JesusRincond	RT @vsvp6ix: Vans x Bape https://t.co/tpEGs2m2MB
jtimberlake	897286188788322305	2017-08-14 22:37:52	774687969198346240	JesusRincond	Montante encima y bailame
jtimberlake	897285440289595392	2017-08-14 22:34:54	774687969198346240	JesusRincond	RT @JesusRincond: Yo algÃºn dÃ­a tendrÃ© a mi flaca blanquita y culona
jtimberlake	897285254096007168	2017-08-14 22:34:09	774687969198346240	JesusRincond	Que bella se ve drogada.
jtimberlake	897277158195732480	2017-08-14 22:01:59	774687969198346240	JesusRincond	RT @Vnzlnsma1: No se meta con los Venezolanos; no sea loco. https://t.co/Jf5CHCB54v
